origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2024-10-09,ILI incidence,2024-10-06,1,SK,quantile,0.700,740.8899874167619
2024-10-09,ILI incidence,2024-10-06,1,SK,quantile,0.750,1235.5363143351726
2024-10-09,ILI incidence,2024-10-06,1,SK,quantile,0.800,2183.0707752178273
2024-10-09,ILI incidence,2024-10-06,1,SK,quantile,0.850,4237.821380720711
2024-10-09,ILI incidence,2024-10-06,1,SK,quantile,0.900,9762.099423395157
2024-10-09,ILI incidence,2024-10-06,1,SK,quantile,0.950,33621.81120821891
2024-10-09,ILI incidence,2024-10-06,1,SK,quantile,0.975,98273.67226060385
2024-10-09,ILI incidence,2024-10-06,1,SK,quantile,0.990,342012.76425398764
2024-10-09,ILI incidence,2024-10-06,1,SK,median,,123.49491544924719
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.010,0
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.025,0
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.050,0
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.100,0.5360100608689349
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.150,2.560033232183975
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.200,5.9437193744194445
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.250,11.3169966627537
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.300,19.608011500512596
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.350,32.20252537069934
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.400,51.206190543060316
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.450,79.88858939724007
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.500,123.46221375708444
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.550,190.50837922564548
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.600,295.7242484497535
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.650,465.5561574115868
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.700,750.6903148529826
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.750,1256.6801859627149
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.800,2229.914272022888
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.850,4350.319676814101
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.900,10084.117961109518
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.950,35054.39640999233
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.975,103288.41041437048
2024-10-09,ILI incidence,2024-10-13,2,SK,quantile,0.990,362842.65602947364
2024-10-09,ILI incidence,2024-10-13,2,SK,median,,123.46221375708444
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.010,0
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.025,0
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.050,0
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.100,0.4863825181653785
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.150,2.4665453477202797
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.200,5.794943974399779
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.250,11.104415181183715
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.300,19.329756827050332
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.350,31.8702320948314
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.400,50.857401546082556
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.450,79.6094140933569
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.500,123.42952065483611
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.550,191.07068782885798
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.600,297.5630816197714
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.650,470.025138055744
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.700,760.5784951146766
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.750,1278.095716615879
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.800,2277.5626590482584
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.850,4465.32138263366
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.900,10415.366864636168
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.950,36541.7578167065
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.975,108536.87433736234
2024-10-09,ILI incidence,2024-10-20,3,SK,quantile,0.990,384847.8788858089
2024-10-09,ILI incidence,2024-10-20,3,SK,median,,123.42952065483611
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.010,0
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.025,0
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.050,0
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.100,0.438546258362124
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.150,2.3758690071509405
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.200,5.649926501078837
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.250,10.89632029660011
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.300,19.056330928385606
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.350,31.54254216311432
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.400,50.51227263049948
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.450,79.3322309605961
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.500,123.39683614024585
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.550,191.63218084026136
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.600,299.4055548607455
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.650,474.51825435577126
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.700,770.5555201476121
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.750,1299.7865000176353
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.800,2326.029154260983
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.850,4582.878346264081
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.900,10756.090883766226
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.950,38085.84202435165
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.975,114029.2530186261
2024-10-09,ILI incidence,2024-10-27,4,SK,quantile,0.990,408090.8914837084
2024-10-09,ILI incidence,2024-10-27,4,SK,median,,123.39683614024585
